borough,neighborhood,listing_count,month,real_avg_occupancy_rate,neighborhood_seasonality_amplitude_weight,SIMULATED_price_seasonal_index,data_type
Brooklyn,Brownsville,48,Feb,0.253,0.5799,0.8343,SIMULATED_PROOF_OF_CONCEPT
Brooklyn,Brownsville,48,Mar,0.4019,0.5799,0.9364,SIMULATED_PROOF_OF_CONCEPT
Brooklyn,Brownsville,48,Apr,0.484,0.5799,0.9964,SIMULATED_PROOF_OF_CONCEPT
Brooklyn,Brownsville,48,May,0.4792,0.5799,1.0498,SIMULATED_PROOF_OF_CONCEPT
Brooklyn,Brownsville,48,Jun,0.6424,0.5799,1.0294,SIMULATED_PROOF_OF_CONCEPT
Brooklyn,Brownsville,48,Jul,0.5672,0.5799,0.9481,SIMULATED_PROOF_OF_CONCEPT
Brooklyn,Brownsville,48,Aug,0.414,0.5799,0.9303,SIMULATED_PROOF_OF_CONCEPT
Brooklyn,Brownsville,48,Sep,0.3833,0.5799,1.1453,SIMULATED_PROOF_OF_CONCEPT
Brooklyn,Brownsville,48,Oct,0.373,0.5799,1.1082,SIMULATED_PROOF_OF_CONCEPT
Brooklyn,Brownsville,48,Nov,0.3111,0.5799,1.0625,SIMULATED_PROOF_OF_CONCEPT
Brooklyn,Brownsville,48,Dec,0.3757,0.5799,1.1138,SIMULATED_PROOF_OF_CONCEPT
Brooklyn,Bushwick,261,Jan,0.2824,0.5923,0.8422,SIMULATED_PROOF_OF_CONCEPT
Brooklyn,Bushwick,261,Feb,0.2727,0.5923,0.8307,SIMULATED_PROOF_OF_CONCEPT
Brooklyn,Bushwick,261,Mar,0.3393,0.5923,0.9351,SIMULATED_PROOF_OF_CONCEPT
Brooklyn,Bushwick,261,Apr,0.3875,0.5923,0.9963,SIMULATED_PROOF_OF_CONCEPT
Brooklyn,Bushwick,261,May,0.3796,0.5923,1.0508,SIMULATED_PROOF_OF_CONCEPT
Brooklyn,Bushwick,261,Jun,0.6268,0.5923,1.0301,SIMULATED_PROOF_OF_CONCEPT
Brooklyn,Bushwick,261,Jul,0.6009,0.5923,0.947,SIMULATED_PROOF_OF_CONCEPT
Brooklyn,Bushwick,261,Aug,0.3788,0.5923,0.9288,SIMULATED_PROOF_OF_CONCEPT
Brooklyn,Bushwick,261,Sep,0.355,0.5923,1.1484,SIMULATED_PROOF_OF_CONCEPT
Brooklyn,Bushwick,261,Oct,0.3212,0.5923,1.1105,SIMULATED_PROOF_OF_CONCEPT
Brooklyn,Bushwick,261,Nov,0.2599,0.5923,1.0638,SIMULATED_PROOF_OF_CONCEPT
Brooklyn,Bushwick,261,Dec,0.2945,0.5923,1.1162,SIMULATED_PROOF_OF_CONCEPT
Brooklyn,Canarsie,89,Jan,0.2157,0.607,0.8382,SIMULATED_PROOF_OF_CONCEPT
Brooklyn,Canarsie,89,Feb,0.1918,0.607,0.8265,SIMULATED_PROOF_OF_CONCEPT
Brooklyn,Canarsie,89,Mar,0.2715,0.607,0.9335,SIMULATED_PROOF_OF_CONCEPT
Brooklyn,Canarsie,89,Apr,0.3494,0.607,0.9962,SIMULATED_PROOF_OF_CONCEPT
Brooklyn,Canarsie,89,May,0.3483,0.607,1.0521,SIMULATED_PROOF_OF_CONCEPT
Brooklyn,Canarsie,89,Jun,0.5835,0.607,1.0308,SIMULATED_PROOF_OF_CONCEPT
Brooklyn,Canarsie,89,Jul,0.4792,0.607,0.9457,SIMULATED_PROOF_OF_CONCEPT
Brooklyn,Canarsie,89,Aug,0.2729,0.607,0.9271,SIMULATED_PROOF_OF_CONCEPT
Brooklyn,Canarsie,89,Sep,0.3041,0.607,1.1521,SIMULATED_PROOF_OF_CONCEPT
Brooklyn,Canarsie,89,Oct,0.2588,0.607,1.1133,SIMULATED_PROOF_OF_CONCEPT
Brooklyn,Canarsie,89,Nov,0.2236,0.607,1.0654,SIMULATED_PROOF_OF_CONCEPT
Brooklyn,Canarsie,89,Dec,0.2421,0.607,1.1191,SIMULATED_PROOF_OF_CONCEPT
Brooklyn,Carroll Gardens,36,Jan,0.4238,0.5612,0.8504,SIMULATED_PROOF_OF_CONCEPT
Brooklyn,Carroll Gardens,36,Feb,0.4196,0.5612,0.8396,SIMULATED_PROOF_OF_CONCEPT
Brooklyn,Carroll Gardens,36,Mar,0.5797,0.5612,0.9385,SIMULATED_PROOF_OF_CONCEPT
Brooklyn,Carroll Gardens,36,Apr,0.5556,0.5612,0.9965,SIMULATED_PROOF_OF_CONCEPT
Brooklyn,Carroll Gardens,36,May,0.5556,0.5612,1.0482,SIMULATED_PROOF_OF_CONCEPT
Brooklyn,Carroll Gardens,36,Jun,0.6898,0.5612,1.0285,SIMULATED_PROOF_OF_CONCEPT
Brooklyn,Carroll Gardens,36,Jul,0.6559,0.5612,0.9498,SIMULATED_PROOF_OF_CONCEPT
Brooklyn,Carroll Gardens,36,Aug,0.4991,0.5612,0.9326,SIMULATED_PROOF_OF_CONCEPT
Brooklyn,Carroll Gardens,36,Sep,0.5046,0.5612,1.1406,SIMULATED_PROOF_OF_CONCEPT
Brooklyn,Carroll Gardens,36,Oct,0.5305,0.5612,1.1047,SIMULATED_PROOF_OF_CONCEPT
Brooklyn,Carroll Gardens,36,Nov,0.2787,0.5612,1.0605,SIMULATED_PROOF_OF_CONCEPT
Brooklyn,Carroll Gardens,36,Dec,0.5036,0.5612,1.1101,SIMULATED_PROOF_OF_CONCEPT
Brooklyn,Clinton Hill,60,Jan,0.2194,0.6214,0.8344,SIMULATED_PROOF_OF_CONCEPT
Brooklyn,Clinton Hill,60,Feb,0.2208,0.6214,0.8224,SIMULATED_PROOF_OF_CONCEPT
Brooklyn,Clinton Hill,60,Mar,0.3306,0.6214,0.9319,SIMULATED_PROOF_OF_CONCEPT
Brooklyn,Clinton Hill,60,Apr,0.3872,0.6214,0.9961,SIMULATED_PROOF_OF_CONCEPT
Brooklyn,Clinton Hill,60,May,0.3726,0.6214,1.0533,SIMULATED_PROOF_OF_CONCEPT
Brooklyn,Clinton Hill,60,Jun,0.6706,0.6214,1.0315,SIMULATED_PROOF_OF_CONCEPT
Brooklyn,Clinton Hill,60,Jul,0.822,0.6214,0.9444,SIMULATED_PROOF_OF_CONCEPT
Brooklyn,Clinton Hill,60,Aug,0.5495,0.6214,0.9253,SIMULATED_PROOF_OF_CONCEPT
Brooklyn,Clinton Hill,60,Sep,0.5444,0.6214,1.1557,SIMULATED_PROOF_OF_CONCEPT
Brooklyn,Clinton Hill,60,Oct,0.4586,0.6214,1.116,SIMULATED_PROOF_OF_CONCEPT
Brooklyn,Clinton Hill,60,Nov,0.3272,0.6214,1.0669,SIMULATED_PROOF_OF_CONCEPT
Brooklyn,Clinton Hill,60,Dec,0.3108,0.6214,1.1219,SIMULATED_PROOF_OF_CONCEPT
Brooklyn,Cobble Hill,15,Jan,0.4473,0.5691,0.8483,SIMULATED_PROOF_OF_CONCEPT
Brooklyn,Cobble Hill,15,Feb,0.4667,0.5691,0.8374,SIMULATED_PROOF_OF_CONCEPT
Brooklyn,Cobble Hill,15,Mar,0.4559,0.5691,0.9376,SIMULATED_PROOF_OF_CONCEPT
Brooklyn,Cobble Hill,15,Apr,0.4667,0.5691,0.9965,SIMULATED_PROOF_OF_CONCEPT
Brooklyn,Cobble Hill,15,May,0.4667,0.5691,1.0488,SIMULATED_PROOF_OF_CONCEPT
Brooklyn,Cobble Hill,15,Jun,0.64,0.5691,1.0289,SIMULATED_PROOF_OF_CONCEPT
Brooklyn,Cobble Hill,15,Jul,0.8387,0.5691,0.9491,SIMULATED_PROOF_OF_CONCEPT
Brooklyn,Cobble Hill,15,Aug,0.486,0.5691,0.9316,SIMULATED_PROOF_OF_CONCEPT
Brooklyn,Cobble Hill,15,Sep,0.5333,0.5691,1.1426,SIMULATED_PROOF_OF_CONCEPT
Brooklyn,Cobble Hill,15,Oct,0.4796,0.5691,1.1062,SIMULATED_PROOF_OF_CONCEPT
Brooklyn,Cobble Hill,15,Nov,0.3956,0.5691,1.0613,SIMULATED_PROOF_OF_CONCEPT
Brooklyn,Cobble Hill,15,Dec,0.4108,0.5691,1.1117,SIMULATED_PROOF_OF_CONCEPT
Brooklyn,Columbia St,3,Jan,0.6667,0.5376,0.8567,SIMULATED_PROOF_OF_CONCEPT
Brooklyn,Columbia St,3,Feb,0.6667,0.5376,0.8464,SIMULATED_PROOF_OF_CONCEPT
Brooklyn,Columbia St,3,Mar,0.6667,0.5376,0.9411,SIMULATED_PROOF_OF_CONCEPT
Brooklyn,Columbia St,3,Apr,0.6667,0.5376,0.9967,SIMULATED_PROOF_OF_CONCEPT
Brooklyn,Columbia St,3,May,0.6667,0.5376,1.0461,SIMULATED_PROOF_OF_CONCEPT
Brooklyn,Columbia St,3,Jun,0.7333,0.5376,1.0273,SIMULATED_PROOF_OF_CONCEPT
Brooklyn,Columbia St,3,Jul,0.6022,0.5376,0.9519,SIMULATED_PROOF_OF_CONCEPT
Brooklyn,Columbia St,3,Aug,0.6989,0.5376,0.9354,SIMULATED_PROOF_OF_CONCEPT
Brooklyn,Columbia St,3,Sep,0.6444,0.5376,1.1347,SIMULATED_PROOF_OF_CONCEPT
Brooklyn,Columbia St,3,Oct,0.914,0.5376,1.1003,SIMULATED_PROOF_OF_CONCEPT
Brooklyn,Columbia St,3,Nov,0.7444,0.5376,1.0579,SIMULATED_PROOF_OF_CONCEPT
Brooklyn,Columbia St,3,Dec,0.5484,0.5376,1.1055,SIMULATED_PROOF_OF_CONCEPT
Brooklyn,Coney Island,8,Jan,0.0,0.8092,0.7844,SIMULATED_PROOF_OF_CONCEPT
Brooklyn,Coney Island,8,Feb,0.0,0.8092,0.7688,SIMULATED_PROOF_OF_CONCEPT
Brooklyn,Coney Island,8,Mar,0.0847,0.8092,0.9113,SIMULATED_PROOF_OF_CONCEPT
Brooklyn,Coney Island,8,Apr,0.125,0.8092,0.995,SIMULATED_PROOF_OF_CONCEPT
Brooklyn,Coney Island,8,May,0.125,0.8092,1.0694,SIMULATED_PROOF_OF_CONCEPT
Brooklyn,Coney Island,8,Jun,0.2625,0.8092,1.0411,SIMULATED_PROOF_OF_CONCEPT
Brooklyn,Coney Island,8,Jul,0.1411,0.8092,0.9276,SIMULATED_PROOF_OF_CONCEPT
Brooklyn,Coney Island,8,Aug,0.1815,0.8092,0.9028,SIMULATED_PROOF_OF_CONCEPT
Brooklyn,Coney Island,8,Sep,0.0583,0.8092,1.2028,SIMULATED_PROOF_OF_CONCEPT
Brooklyn,Coney Island,8,Oct,0.0,0.8092,1.151,SIMULATED_PROOF_OF_CONCEPT
Brooklyn,Coney Island,8,Nov,0.0,0.8092,1.0872,SIMULATED_PROOF_OF_CONCEPT
Brooklyn,Coney Island,8,Dec,0.0,0.8092,1.1588,SIMULATED_PROOF_OF_CONCEPT
Brooklyn,Crown Heights,321,Jan,0.2922,0.5985,0.8405,SIMULATED_PROOF_OF_CONCEPT
Brooklyn,Crown Heights,321,Feb,0.2977,0.5985,0.829,SIMULATED_PROOF_OF_CONCEPT
Brooklyn,Crown Heights,321,Mar,0.4234,0.5985,0.9344,SIMULATED_PROOF_OF_CONCEPT
Brooklyn,Crown Heights,321,Apr,0.4863,0.5985,0.9963,SIMULATED_PROOF_OF_CONCEPT
Brooklyn,Crown Heights,321,May,0.4722,0.5985,1.0514,SIMULATED_PROOF_OF_CONCEPT
Brooklyn,Crown Heights,321,Jun,0.6654,0.5985,1.0304,SIMULATED_PROOF_OF_CONCEPT
Brooklyn,Crown Heights,321,Jul,0.6615,0.5985,0.9465,SIMULATED_PROOF_OF_CONCEPT
Brooklyn,Crown Heights,321,Aug,0.4083,0.5985,0.9281,SIMULATED_PROOF_OF_CONCEPT
Brooklyn,Crown Heights,321,Sep,0.4088,0.5985,1.15,SIMULATED_PROOF_OF_CONCEPT
Brooklyn,Crown Heights,321,Oct,0.3147,0.5985,1.1117,SIMULATED_PROOF_OF_CONCEPT
Brooklyn,Crown Heights,321,Nov,0.2364,0.5985,1.0645,SIMULATED_PROOF_OF_CONCEPT
Brooklyn,Crown Heights,321,Dec,0.29,0.5985,1.1174,SIMULATED_PROOF_OF_CONCEPT
Brooklyn,Cypress Hills,82,Jan,0.2325,0.6041,0.839,SIMULATED_PROOF_OF_CONCEPT
Brooklyn,Cypress Hills,82,Feb,0.1956,0.6041,0.8274,SIMULATED_PROOF_OF_CONCEPT
Brooklyn,Cypress Hills,82,Mar,0.2797,0.6041,0.9338,SIMULATED_PROOF_OF_CONCEPT
Brooklyn,Cypress Hills,82,Apr,0.335,0.6041,0.9962,SIMULATED_PROOF_OF_CONCEPT
Brooklyn,Cypress Hills,82,May,0.3171,0.6041,1.0518,SIMULATED_PROOF_OF_CONCEPT
Brooklyn,Cypress Hills,82,Jun,0.548,0.6041,1.0307,SIMULATED_PROOF_OF_CONCEPT
Brooklyn,Cypress Hills,82,Jul,0.5905,0.6041,0.946,SIMULATED_PROOF_OF_CONCEPT
Brooklyn,Cypress Hills,82,Aug,0.402,0.6041,0.9274,SIMULATED_PROOF_OF_CONCEPT
Brooklyn,Cypress Hills,82,Sep,0.3435,0.6041,1.1514,SIMULATED_PROOF_OF_CONCEPT
Brooklyn,Cypress Hills,82,Oct,0.2954,0.6041,1.1127,SIMULATED_PROOF_OF_CONCEPT
Brooklyn,Cypress Hills,82,Nov,0.248,0.6041,1.0651,SIMULATED_PROOF_OF_CONCEPT
Brooklyn,Cypress Hills,82,Dec,0.262,0.6041,1.1185,SIMULATED_PROOF_OF_CONCEPT
Brooklyn,DUMBO,8,Jan,0.4919,0.5538,0.8524,SIMULATED_PROOF_OF_CONCEPT
Brooklyn,DUMBO,8,Feb,0.5,0.5538,0.8417,SIMULATED_PROOF_OF_CONCEPT
Brooklyn,DUMBO,8,Mar,0.5161,0.5538,0.9393,SIMULATED_PROOF_OF_CONCEPT
Brooklyn,DUMBO,8,Apr,0.5208,0.5538,0.9966,SIMULATED_PROOF_OF_CONCEPT
Brooklyn,DUMBO,8,May,0.5,0.5538,1.0475,SIMULATED_PROOF_OF_CONCEPT
Brooklyn,DUMBO,8,Jun,0.5333,0.5538,1.0281,SIMULATED_PROOF_OF_CONCEPT
Brooklyn,DUMBO,8,Jul,0.6895,0.5538,0.9505,SIMULATED_PROOF_OF_CONCEPT
Brooklyn,DUMBO,8,Aug,0.375,0.5538,0.9335,SIMULATED_PROOF_OF_CONCEPT
Brooklyn,DUMBO,8,Sep,0.7083,0.5538,1.1388,SIMULATED_PROOF_OF_CONCEPT
Brooklyn,DUMBO,8,Oct,0.6089,0.5538,1.1033,SIMULATED_PROOF_OF_CONCEPT
Brooklyn,DUMBO,8,Nov,0.4417,0.5538,1.0597,SIMULATED_PROOF_OF_CONCEPT
Brooklyn,DUMBO,8,Dec,0.4435,0.5538,1.1087,SIMULATED_PROOF_OF_CONCEPT
Brooklyn,Downtown Brooklyn,25,Jan,0.32,0.6162,0.8358,SIMULATED_PROOF_OF_CONCEPT
Brooklyn,Downtown Brooklyn,25,Feb,0.28,0.6162,0.8239,SIMULATED_PROOF_OF_CONCEPT
Brooklyn,Downtown Brooklyn,25,Mar,0.3071,0.6162,0.9324,SIMULATED_PROOF_OF_CONCEPT
Brooklyn,Downtown Brooklyn,25,Apr,0.4,0.6162,0.9962,SIMULATED_PROOF_OF_CONCEPT
Brooklyn,Downtown Brooklyn,25,May,0.4,0.6162,1.0529,SIMULATED_PROOF_OF_CONCEPT
Brooklyn,Downtown Brooklyn,25,Jun,0.5413,0.6162,1.0313,SIMULATED_PROOF_OF_CONCEPT
Brooklyn,Downtown Brooklyn,25,Jul,0.4387,0.6162,0.9449,SIMULATED_PROOF_OF_CONCEPT
Brooklyn,Downtown Brooklyn,25,Aug,0.2645,0.6162,0.926,SIMULATED_PROOF_OF_CONCEPT
Brooklyn,Downtown Brooklyn,25,Sep,0.2253,0.6162,1.1544,SIMULATED_PROOF_OF_CONCEPT
Brooklyn,Downtown Brooklyn,25,Oct,0.1974,0.6162,1.115,SIMULATED_PROOF_OF_CONCEPT
Brooklyn,Downtown Brooklyn,25,Nov,0.1267,0.6162,1.0664,SIMULATED_PROOF_OF_CONCEPT
Brooklyn,Downtown Brooklyn,25,Dec,0.1574,0.6162,1.1209,SIMULATED_PROOF_OF_CONCEPT
Brooklyn,Dyker Heights,7,Jan,0.2857,0.6512,0.8265,SIMULATED_PROOF_OF_CONCEPT
Brooklyn,Dyker Heights,7,Feb,0.2857,0.6512,0.8139,SIMULATED_PROOF_OF_CONCEPT
Brooklyn,Dyker Heights,7,Mar,0.4701,0.6512,0.9286,SIMULATED_PROOF_OF_CONCEPT
Brooklyn,Dyker Heights,7,Apr,0.5714,0.6512,0.996,SIMULATED_PROOF_OF_CONCEPT
Brooklyn,Dyker Heights,7,May,0.5714,0.6512,1.0559,SIMULATED_PROOF_OF_CONCEPT
Brooklyn,Dyker Heights,7,Jun,0.7286,0.6512,1.0331,SIMULATED_PROOF_OF_CONCEPT
Brooklyn,Dyker Heights,7,Jul,0.894,0.6512,0.9417,SIMULATED_PROOF_OF_CONCEPT
Brooklyn,Dyker Heights,7,Aug,0.6728,0.6512,0.9218,SIMULATED_PROOF_OF_CONCEPT
Brooklyn,Dyker Heights,7,Sep,0.4,0.6512,1.1632,SIMULATED_PROOF_OF_CONCEPT
Brooklyn,Dyker Heights,7,Oct,0.1014,0.6512,1.1215,SIMULATED_PROOF_OF_CONCEPT
Brooklyn,Dyker Heights,7,Nov,0.2333,0.6512,1.0701,SIMULATED_PROOF_OF_CONCEPT
Brooklyn,Dyker Heights,7,Dec,0.2396,0.6512,1.1278,SIMULATED_PROOF_OF_CONCEPT
Brooklyn,East Flatbush,194,Jan,0.2808,0.5911,0.8425,SIMULATED_PROOF_OF_CONCEPT
Brooklyn,East Flatbush,194,Feb,0.2656,0.5911,0.8311,SIMULATED_PROOF_OF_CONCEPT
Brooklyn,East Flatbush,194,Mar,0.3658,0.5911,0.9352,SIMULATED_PROOF_OF_CONCEPT
Brooklyn,East Flatbush,194,Apr,0.4268,0.5911,0.9963,SIMULATED_PROOF_OF_CONCEPT
Brooklyn,East Flatbush,194,May,0.4262,0.5911,1.0507,SIMULATED_PROOF_OF_CONCEPT
Brooklyn,East Flatbush,194,Jun,0.6012,0.5911,1.03,SIMULATED_PROOF_OF_CONCEPT
Brooklyn,East Flatbush,194,Jul,0.6086,0.5911,0.9471,SIMULATED_PROOF_OF_CONCEPT
Brooklyn,East Flatbush,194,Aug,0.4022,0.5911,0.929,SIMULATED_PROOF_OF_CONCEPT
Brooklyn,East Flatbush,194,Sep,0.3919,0.5911,1.1481,SIMULATED_PROOF_OF_CONCEPT
Brooklyn,East Flatbush,194,Oct,0.3229,0.5911,1.1103,SIMULATED_PROOF_OF_CONCEPT
Brooklyn,East Flatbush,194,Nov,0.2313,0.5911,1.0637,SIMULATED_PROOF_OF_CONCEPT
Brooklyn,East Flatbush,194,Dec,0.2928,0.5911,1.116,SIMULATED_PROOF_OF_CONCEPT
Brooklyn,East New York,118,Jan,0.354,0.5876,0.8434,SIMULATED_PROOF_OF_CONCEPT
Brooklyn,East New York,118,Feb,0.3556,0.5876,0.8321,SIMULATED_PROOF_OF_CONCEPT
Brooklyn,East New York,118,Mar,0.4694,0.5876,0.9356,SIMULATED_PROOF_OF_CONCEPT
Brooklyn,East New York,118,Apr,0.5339,0.5876,0.9964,SIMULATED_PROOF_OF_CONCEPT
Brooklyn,East New York,118,May,0.5314,0.5876,1.0504,SIMULATED_PROOF_OF_CONCEPT
Brooklyn,East New York,118,Jun,0.6576,0.5876,1.0298,SIMULATED_PROOF_OF_CONCEPT
Brooklyn,East New York,118,Jul,0.5276,0.5876,0.9474,SIMULATED_PROOF_OF_CONCEPT
Brooklyn,East New York,118,Aug,0.3677,0.5876,0.9294,SIMULATED_PROOF_OF_CONCEPT
Brooklyn,East New York,118,Sep,0.3141,0.5876,1.1472,SIMULATED_PROOF_OF_CONCEPT
Brooklyn,East New York,118,Oct,0.2731,0.5876,1.1096,SIMULATED_PROOF_OF_CONCEPT
Brooklyn,East New York,118,Nov,0.2568,0.5876,1.0633,SIMULATED_PROOF_OF_CONCEPT
Brooklyn,East New York,118,Dec,0.3313,0.5876,1.1153,SIMULATED_PROOF_OF_CONCEPT
Brooklyn,Flatbush,111,Jan,0.2857,0.5839,0.8444,SIMULATED_PROOF_OF_CONCEPT
Brooklyn,Flatbush,111,Feb,0.2915,0.5839,0.8331,SIMULATED_PROOF_OF_CONCEPT
Brooklyn,Flatbush,111,Mar,0.3714,0.5839,0.936,SIMULATED_PROOF_OF_CONCEPT
Brooklyn,Flatbush,111,Apr,0.397,0.5839,0.9964,SIMULATED_PROOF_OF_CONCEPT
Brooklyn,Flatbush,111,May,0.3682,0.5839,1.0501,SIMULATED_PROOF_OF_CONCEPT
Brooklyn,Flatbush,111,Jun,0.6093,0.5839,1.0296,SIMULATED_PROOF_OF_CONCEPT
Brooklyn,Flatbush,111,Jul,0.6205,0.5839,0.9478,SIMULATED_PROOF_OF_CONCEPT
Brooklyn,Flatbush,111,Aug,0.4438,0.5839,0.9299,SIMULATED_PROOF_OF_CONCEPT
Brooklyn,Flatbush,111,Sep,0.4231,0.5839,1.1463,SIMULATED_PROOF_OF_CONCEPT
Brooklyn,Flatbush,111,Oct,0.3447,0.5839,1.1089,SIMULATED_PROOF_OF_CONCEPT
Brooklyn,Flatbush,111,Nov,0.2745,0.5839,1.0629,SIMULATED_PROOF_OF_CONCEPT
Brooklyn,Flatbush,111,Dec,0.3252,0.5839,1.1146,SIMULATED_PROOF_OF_CONCEPT
Brooklyn,Flatlands,37,Jan,0.1683,0.6477,0.8274,SIMULATED_PROOF_OF_CONCEPT
Brooklyn,Flatlands,37,Feb,0.1351,0.6477,0.8149,SIMULATED_PROOF_OF_CONCEPT
Brooklyn,Flatlands,37,Mar,0.2084,0.6477,0.929,SIMULATED_PROOF_OF_CONCEPT
Brooklyn,Flatlands,37,Apr,0.2432,0.6477,0.996,SIMULATED_PROOF_OF_CONCEPT
Brooklyn,Flatlands,37,May,0.2432,0.6477,1.0556,SIMULATED_PROOF_OF_CONCEPT
Brooklyn,Flatlands,37,Jun,0.4982,0.6477,1.0329,SIMULATED_PROOF_OF_CONCEPT
Brooklyn,Flatlands,37,Jul,0.4839,0.6477,0.9421,SIMULATED_PROOF_OF_CONCEPT
Brooklyn,Flatlands,37,Aug,0.2537,0.6477,0.9222,SIMULATED_PROOF_OF_CONCEPT
Brooklyn,Flatlands,37,Sep,0.1613,0.6477,1.1623,SIMULATED_PROOF_OF_CONCEPT
Brooklyn,Flatlands,37,Oct,0.1613,0.6477,1.1209,SIMULATED_PROOF_OF_CONCEPT
Brooklyn,Flatlands,37,Nov,0.1577,0.6477,1.0698,SIMULATED_PROOF_OF_CONCEPT
Brooklyn,Flatlands,37,Dec,0.1744,0.6477,1.1271,SIMULATED_PROOF_OF_CONCEPT
Brooklyn,Fort Greene,59,Jan,0.3204,0.5805,0.8453,SIMULATED_PROOF_OF_CONCEPT
Brooklyn,Fort Greene,59,Feb,0.3541,0.5805,0.8341,SIMULATED_PROOF_OF_CONCEPT
Brooklyn,Fort Greene,59,Mar,0.4352,0.5805,0.9364,SIMULATED_PROOF_OF_CONCEPT
Brooklyn,Fort Greene,59,Apr,0.4836,0.5805,0.9964,SIMULATED_PROOF_OF_CONCEPT
Brooklyn,Fort Greene,59,May,0.48,0.5805,1.0498,SIMULATED_PROOF_OF_CONCEPT
Brooklyn,Fort Greene,59,Jun,0.6768,0.5805,1.0295,SIMULATED_PROOF_OF_CONCEPT
Brooklyn,Fort Greene,59,Jul,0.6599,0.5805,0.9481,SIMULATED_PROOF_OF_CONCEPT
Brooklyn,Fort Greene,59,Aug,0.4631,0.5805,0.9303,SIMULATED_PROOF_OF_CONCEPT
Brooklyn,Fort Greene,59,Sep,0.4723,0.5805,1.1455,SIMULATED_PROOF_OF_CONCEPT
Brooklyn,Fort Greene,59,Oct,0.4084,0.5805,1.1083,SIMULATED_PROOF_OF_CONCEPT
Brooklyn,Fort Greene,59,Nov,0.2814,0.5805,1.0625,SIMULATED_PROOF_OF_CONCEPT
Brooklyn,Fort Greene,59,Dec,0.3226,0.5805,1.1139,SIMULATED_PROOF_OF_CONCEPT
Brooklyn,Fort Hamilton,73,Jan,0.0782,0.7312,0.8052,SIMULATED_PROOF_OF_CONCEPT
Brooklyn,Fort Hamilton,73,Feb,0.1184,0.7312,0.7911,SIMULATED_PROOF_OF_CONCEPT
Brooklyn,Fort Hamilton,73,Mar,0.3752,0.7312,0.9199,SIMULATED_PROOF_OF_CONCEPT
Brooklyn,Fort Hamilton,73,Apr,0.4059,0.7312,0.9955,SIMULATED_PROOF_OF_CONCEPT
Brooklyn,Fort Hamilton,73,May,0.4176,0.7312,1.0627,SIMULATED_PROOF_OF_CONCEPT
Brooklyn,Fort Hamilton,73,Jun,0.4653,0.7312,1.0371,SIMULATED_PROOF_OF_CONCEPT
Brooklyn,Fort Hamilton,73,Jul,0.1626,0.7312,0.9346,SIMULATED_PROOF_OF_CONCEPT
Brooklyn,Fort Hamilton,73,Aug,0.1007,0.7312,0.9122,SIMULATED_PROOF_OF_CONCEPT
Brooklyn,Fort Hamilton,73,Sep,0.0502,0.7312,1.1832,SIMULATED_PROOF_OF_CONCEPT
Brooklyn,Fort Hamilton,73,Oct,0.065,0.7312,1.1364,SIMULATED_PROOF_OF_CONCEPT
Brooklyn,Fort Hamilton,73,Nov,0.0817,0.7312,1.0788,SIMULATED_PROOF_OF_CONCEPT
Brooklyn,Fort Hamilton,73,Dec,0.1025,0.7312,1.1435,SIMULATED_PROOF_OF_CONCEPT
Brooklyn,Gerritsen Beach,4,Jan,0.75,0.5921,0.8422,SIMULATED_PROOF_OF_CONCEPT
Brooklyn,Gerritsen Beach,4,Feb,0.5,0.5921,0.8308,SIMULATED_PROOF_OF_CONCEPT
Brooklyn,Gerritsen Beach,4,Mar,0.5,0.5921,0.9351,SIMULATED_PROOF_OF_CONCEPT
Brooklyn,Gerritsen Beach,4,Apr,0.5,0.5921,0.9963,SIMULATED_PROOF_OF_CONCEPT
Brooklyn,Gerritsen Beach,4,May,0.5,0.5921,1.0508,SIMULATED_PROOF_OF_CONCEPT
Brooklyn,Gerritsen Beach,4,Jun,0.7084,0.5921,1.0301,SIMULATED_PROOF_OF_CONCEPT
Brooklyn,Gerritsen Beach,4,Jul,0.5968,0.5921,0.947,SIMULATED_PROOF_OF_CONCEPT
Brooklyn,Gerritsen Beach,4,Aug,0.5323,0.5921,0.9289,SIMULATED_PROOF_OF_CONCEPT
Brooklyn,Gerritsen Beach,4,Sep,0.325,0.5921,1.1484,SIMULATED_PROOF_OF_CONCEPT
Brooklyn,Gerritsen Beach,4,Oct,0.25,0.5921,1.1105,SIMULATED_PROOF_OF_CONCEPT
Brooklyn,Gerritsen Beach,4,Nov,0.25,0.5921,1.0638,SIMULATED_PROOF_OF_CONCEPT
Brooklyn,Gerritsen Beach,4,Dec,0.5887,0.5921,1.1162,SIMULATED_PROOF_OF_CONCEPT
Brooklyn,Gowanus,50,Jan,0.4232,0.5782,0.8459,SIMULATED_PROOF_OF_CONCEPT
Brooklyn,Gowanus,50,Feb,0.4229,0.5782,0.8348,SIMULATED_PROOF_OF_CONCEPT
Brooklyn,Gowanus,50,Mar,0.5181,0.5782,0.9366,SIMULATED_PROOF_OF_CONCEPT
Brooklyn,Gowanus,50,Apr,0.58,0.5782,0.9964,SIMULATED_PROOF_OF_CONCEPT
Brooklyn,Gowanus,50,May,0.58,0.5782,1.0496,SIMULATED_PROOF_OF_CONCEPT
Brooklyn,Gowanus,50,Jun,0.71,0.5782,1.0293,SIMULATED_PROOF_OF_CONCEPT
