listing_id,host_tier_x,market_segment_x,cohort_key,match_method,n_peers,n_high_performers,peer_support_score,my_occupancy_days,peer_high_occupancy_days,occupancy_gap_days,missing_amenities_vs_peers,n_missing_amenities,listing_name,listing_url,borough,neighborhood,room_type,property_type,host_tier_y,market_segment_y,actual_price_usd,predicted_fair_price_usd,prediction_sd_usd,prediction_uncertainty_pct,confidence_score,confidence_level,residual_usd,residual_pct_of_fair,pricing_signal,overall_recommendation_confidence
45138618,Mid-Multi,monthly,Manhattan | Entire home/apt | small | monthly | Mid-Multi,host_tier_exact_cohort,94,50,100.0,120.0,173.8,53.8,hair_dryer; iron; essentials; fire_extinguisher,4,Columbia University Park View Studio 1,https://www.airbnb.com/rooms/45138618,Manhattan,Morningside Heights,Entire home/apt,Entire rental unit,Mid-Multi,monthly,140.13,108.95,26.04,0.239,30.9,Low,31.18,0.2861,Above model benchmark (review price),55.1
45138735,Enterprise,monthly,Manhattan | Entire home/apt | small | monthly | Enterprise,host_tier_exact_cohort,553,237,100.0,240.0,213.9,-26.1,hangers; essentials; dishes_and_silverware; microwave; cooking_basics,5,433 West 53-Studio in a Brand New Building,https://www.airbnb.com/rooms/45138735,Manhattan,Hell's Kitchen,Entire home/apt,Entire rental unit,Enterprise,monthly,143.83,170.63,37.93,0.2223,81.1,High,-26.8,-0.1571,Below model benchmark (review price),87.7
45143239,Mid-Multi,short_stay,Brooklyn | Entire home/apt | small | short_stay,base_exact_cohort,197,157,92.0,255.0,255.0,0.0,self_check_in,1,Brooklyn Garden Apartment,https://www.airbnb.com/rooms/45143239,Brooklyn,Bedford-Stuyvesant,Entire home/apt,Entire rental unit,Mid-Multi,short_stay,299.0,313.11,84.17,0.2688,79.7,High,-14.11,-0.045,Within 10% of model benchmark,84.0
45151029,Enterprise,monthly,Manhattan | Entire home/apt | small | monthly | Enterprise,host_tier_exact_cohort,553,238,100.0,120.0,214.0,94.0,(none),0,The Lenox • Vibe 8644,https://www.airbnb.com/rooms/45151029,Manhattan,Upper East Side,Entire home/apt,Entire rental unit,Enterprise,monthly,199.23,196.79,43.68,0.222,84.5,High,2.44,0.0124,Within 10% of model benchmark,89.9
43626965,Mid-Multi,monthly,Brooklyn | Entire home/apt | medium | monthly | Mid-Multi,host_tier_exact_cohort,30,17,76.0,60.0,165.0,105.0,(none),0,"BOND TownHouse - Luxury, Scandinavian design house",https://www.airbnb.com/rooms/43626965,Brooklyn,Gowanus,Entire home/apt,Entire townhouse,Mid-Multi,monthly,594.75,221.23,52.84,0.2389,31.1,Low,373.52,1.6884,Above model benchmark (review price),46.8
44475635,Small-Multi,monthly,Bronx | Private room | small | monthly | Small-Multi,host_tier_exact_cohort,58,26,100.0,180.0,172.5,-7.5,dishes_and_silverware; cooking_basics; dedicated_workspace; self_check_in,4,"Private room at Roselle, Bronx",https://www.airbnb.com/rooms/44475635,Bronx,Morris Park,Private room,Private room in home,Small-Multi,monthly,59.0,52.12,12.74,0.2445,27.0,Low,6.88,0.132,Above model benchmark (review price),52.6
44475971,Individual,monthly,Manhattan | Entire home/apt | medium | monthly | Individual,host_tier_exact_cohort,153,62,100.0,180.0,221.9,41.9,dedicated_workspace,1,Charming apartment  in the heart of Times Square,https://www.airbnb.com/rooms/44475971,Manhattan,Theater District,Entire home/apt,Entire rental unit,Individual,monthly,370.6,275.68,65.05,0.236,34.1,Low,94.92,0.3443,Above model benchmark (review price),57.2
44486696,Individual,monthly,Manhattan | Entire home/apt | medium | monthly | Individual,host_tier_exact_cohort,153,62,100.0,180.0,221.9,41.9,hair_dryer; dedicated_workspace,2,*Rare Find* Artistic loft steps from SOHO and NYU!,https://www.airbnb.com/rooms/44486696,Manhattan,NoHo,Entire home/apt,Entire rental unit,Individual,monthly,249.04,152.02,40.41,0.2659,21.2,Low,97.02,0.6382,Above model benchmark (review price),48.8
44496053,Individual,short_stay,Brooklyn | Private room | small | short_stay | Individual,host_tier_exact_cohort,432,264,100.0,255.0,255.0,0.0,(none),0,Modern sunny Apt steps from Prospect Park & subway,https://www.airbnb.com/rooms/44496053,Brooklyn,Windsor Terrace,Private room,Private room in rental unit,Individual,short_stay,499.0,377.47,113.19,0.2999,24.6,Low,121.53,0.322,Above model benchmark (review price),51.0
43652025,Individual,monthly,Brooklyn | Entire home/apt | medium | monthly | Individual,host_tier_exact_cohort,278,124,100.0,180.0,216.7,36.7,microwave; self_check_in; fire_extinguisher,3,Bright Top-Floor 2BD Flex · Williamsburg · Monthly,https://www.airbnb.com/rooms/43652025,Brooklyn,Williamsburg,Entire home/apt,Entire rental unit,Individual,monthly,183.63,247.81,55.09,0.2223,82.5,High,-64.18,-0.259,Below model benchmark (review price),88.6
44505444,Individual,monthly,Manhattan | Entire home/apt | small | monthly | Individual,host_tier_exact_cohort,251,121,100.0,255.0,219.4,-35.6,microwave,1,11th Street Studio,https://www.airbnb.com/rooms/44505444,Manhattan,East Village,Entire home/apt,Entire rental unit,Individual,monthly,182.53,195.33,43.96,0.2251,64.3,Medium,-12.8,-0.0655,Within 10% of model benchmark,76.8
44506417,Individual,short_stay,Brooklyn | Private room | small | short_stay | Individual,host_tier_exact_cohort,432,265,100.0,128.0,255.0,127.0,kitchen; hair_dryer; refrigerator; cooking_basics; dedicated_workspace; shampoo,6,Elegant Guest Room w/Private bathroom,https://www.airbnb.com/rooms/44506417,Brooklyn,Bergen Beach,Private room,Private room in condo,Individual,short_stay,217.0,200.02,62.49,0.3124,20.8,Low,16.98,0.0849,Within 10% of model benchmark,48.5
44521574,Mid-Multi,monthly,Brooklyn | Private room | small | monthly | Mid-Multi,host_tier_exact_cohort,246,137,100.0,180.0,169.9,-10.1,wifi; refrigerator; air_conditioning,3,Garden-View In Artsy N Williamsburg Home,https://www.airbnb.com/rooms/44521574,Brooklyn,Williamsburg,Private room,Private room in rental unit,Mid-Multi,monthly,97.71,95.42,21.45,0.2248,65.1,Medium,2.29,0.024,Within 10% of model benchmark,77.3
44521731,Mid-Multi,monthly,Brooklyn | Private room | small | monthly | Mid-Multi,host_tier_exact_cohort,246,137,100.0,120.0,170.3,50.3,air_conditioning,1,Williamsburg Sanctuary | Steps From Bedford Av,https://www.airbnb.com/rooms/44521731,Brooklyn,Williamsburg,Private room,Private room in rental unit,Mid-Multi,monthly,86.13,99.82,22.44,0.2248,65.1,Medium,-13.69,-0.1372,Below model benchmark (review price),77.3
45164113,Small-Multi,monthly,Manhattan | Entire home/apt | small | monthly | Small-Multi,host_tier_exact_cohort,132,47,100.0,120.0,249.4,129.4,hair_dryer; dedicated_workspace; air_conditioning,3,Designer W Village/Soho Studio | Newly Renovated,https://www.airbnb.com/rooms/45164113,Manhattan,West Village,Entire home/apt,Entire rental unit,Small-Multi,monthly,219.75,250.85,57.06,0.2275,55.1,Medium,-31.1,-0.124,Below model benchmark (review price),70.8
45176673,Enterprise,monthly,Manhattan | Entire home/apt | small | monthly | Enterprise,host_tier_exact_cohort,553,238,100.0,60.0,214.0,154.0,hangers; essentials; dishes_and_silverware; microwave; cooking_basics,5,433 West 53-Furnished Studio in Midtown West,https://www.airbnb.com/rooms/45176673,Manhattan,Hell's Kitchen,Entire home/apt,Entire rental unit,Enterprise,monthly,160.4,156.69,34.84,0.2223,81.1,High,3.71,0.0237,Within 10% of model benchmark,87.7
45192635,Individual,monthly,Manhattan | Entire home/apt | medium | monthly | Individual,host_tier_exact_cohort,153,63,100.0,60.0,221.2,161.2,(none),0,Historic Harlem Duplex with Heritage Charm,https://www.airbnb.com/rooms/45192635,Manhattan,Harlem,Entire home/apt,Entire rental unit,Individual,monthly,276.57,228.83,50.85,0.2222,83.4,High,47.74,0.2086,Above model benchmark (review price),89.2
45205118,Individual,monthly,Brooklyn | Entire home/apt | medium | monthly | Individual,host_tier_exact_cohort,278,124,100.0,180.0,216.7,36.7,refrigerator; shampoo; self_check_in; fire_extinguisher,4,CUTE & COZY one bedroom Apt. minutes from JFK!,https://www.airbnb.com/rooms/45205118,Brooklyn,East New York,Entire home/apt,Entire condo,Individual,monthly,84.17,143.65,33.4,0.2325,39.0,Low,-59.48,-0.4141,Below model benchmark (review price),60.4
44531911,Mid-Multi,monthly,Manhattan | Entire home/apt | medium | monthly | Mid-Multi,host_tier_exact_cohort,126,65,100.0,120.0,166.4,46.4,bed_linens; air_conditioning,2,Private 2 Bed in Historic Brownstone,https://www.airbnb.com/rooms/44531911,Manhattan,East Harlem,Entire home/apt,Entire rental unit,Mid-Multi,monthly,166.3,184.87,41.62,0.2252,63.8,Medium,-18.57,-0.1004,Below model benchmark (review price),76.5
44558113,Enterprise,monthly,Manhattan | Entire home/apt | small | monthly | Enterprise,host_tier_exact_cohort,553,237,100.0,180.0,214.1,34.1,(none),0,The Kips • Vibe 8642,https://www.airbnb.com/rooms/44558113,Manhattan,Kips Bay,Entire home/apt,Entire rental unit,Enterprise,monthly,196.35,208.18,47.06,0.2261,59.3,Medium,-11.83,-0.0568,Within 10% of model benchmark,73.5
44562723,Enterprise,monthly,Queens | Private room | small | monthly | Enterprise,host_tier_exact_cohort,144,48,100.0,120.0,214.1,94.1,(none),0,Room in 3BR1.5BA Apt 7 min Jackson Hts (7EFMR),https://www.airbnb.com/rooms/44562723,Queens,Woodside,Private room,Private room in rental unit,Enterprise,monthly,73.13,70.04,16.07,0.2295,47.3,Low,3.09,0.0441,Within 10% of model benchmark,65.7
43656521,Individual,monthly,Manhattan | Entire home/apt | small | monthly | Individual,host_tier_exact_cohort,251,121,100.0,180.0,220.0,40.0,refrigerator; heating,2,In the heart of the West Village Apt Lrg 1-bedroom,https://www.airbnb.com/rooms/43656521,Manhattan,West Village,Entire home/apt,Entire rental unit,Individual,monthly,255.23,233.81,53.16,0.2274,55.8,Medium,21.42,0.0916,Within 10% of model benchmark,71.3
43667745,Small-Multi,short_stay,Brooklyn | Entire home/apt | large | short_stay | Small-Multi,host_tier_exact_cohort,55,39,100.0,255.0,255.0,0.0,dedicated_workspace,1,Rosemary - Private 3 BDRM,https://www.airbnb.com/rooms/43667745,Brooklyn,Bedford-Stuyvesant,Entire home/apt,Entire rental unit,Small-Multi,short_stay,382.3,499.01,133.65,0.2678,83.4,High,-116.71,-0.2339,Below model benchmark (review price),89.2
44575875,Enterprise,monthly,Manhattan | Entire home/apt | large | monthly | Enterprise,host_tier_exact_cohort,89,34,100.0,60.0,155.7,95.7,(none),0,Spacious 3BR with Washer/Dryer - Central Park West,https://www.airbnb.com/rooms/44575875,Manhattan,Upper West Side,Entire home/apt,Entire rental unit,Enterprise,monthly,299.63,300.65,66.96,0.2227,76.0,High,-1.02,-0.0034,Within 10% of model benchmark,84.4
44594337,Enterprise,short_stay,Manhattan | Entire home/apt | large | short_stay | Enterprise,host_tier_exact_cohort,61,21,100.0,255.0,255.0,0.0,carbon_monoxide_alarm; air_conditioning; self_check_in,3,A+ Location Superior Studio with 3 Beds,https://www.airbnb.com/rooms/44594337,Manhattan,Midtown,Entire home/apt,Entire rental unit,Enterprise,short_stay,209.0,467.96,125.7,0.2686,80.9,High,-258.96,-0.5534,Below model benchmark (review price),87.6
45253125,Individual,monthly,Brooklyn | Entire home/apt | medium | monthly | Individual,host_tier_exact_cohort,278,124,100.0,240.0,216.2,-23.8,dedicated_workspace; fire_extinguisher,2,Bright and spacious Brooklyn 1 bedroom apartment,https://www.airbnb.com/rooms/45253125,Brooklyn,Flatlands,Entire home/apt,Entire rental unit,Individual,monthly,91.86,120.04,28.77,0.2397,30.2,Low,-28.18,-0.2347,Below model benchmark (review price),54.6
45261830,Enterprise,short_stay,Manhattan | Entire home/apt | medium | short_stay | Enterprise,host_tier_exact_cohort,70,24,100.0,255.0,255.0,0.0,carbon_monoxide_alarm; refrigerator; dedicated_workspace; air_conditioning; fire_extinguisher,5,A+ Location Studio Apartment (Loft Beds Pod),https://www.airbnb.com/rooms/45261830,Manhattan,Midtown,Entire home/apt,Entire rental unit,Enterprise,short_stay,189.0,399.76,107.38,0.2686,80.9,High,-210.76,-0.5272,Below model benchmark (review price),87.6
45261941,Enterprise,short_stay,Manhattan | Entire home/apt | large | short_stay | Enterprise,host_tier_exact_cohort,61,22,100.0,13.0,255.0,242.0,smoke_alarm; carbon_monoxide_alarm; dedicated_workspace; air_conditioning,4,Midtown Manhattan Studio – Walk to Times Square,https://www.airbnb.com/rooms/45261941,Manhattan,Midtown,Entire home/apt,Entire rental unit,Enterprise,short_stay,199.0,481.05,129.22,0.2686,80.9,High,-282.05,-0.5863,Below model benchmark (review price),87.6
45268111,Small-Multi,short_stay,Bronx | Private room | medium | short_stay,knn_fallback,30,18,60.0,115.0,255.0,140.0,(none),0,Private Entry Luxury 2 BR Home with Outdoor Space,https://www.airbnb.com/rooms/45268111,Bronx,Morris Heights,Private room,Private room in townhouse,Small-Multi,short_stay,369.86,321.97,108.11,0.3358,18.7,Low,47.89,0.1487,Above model benchmark (review price),33.2
43669374,Enterprise,short_stay,Manhattan | Entire home/apt | large | short_stay | Enterprise,host_tier_exact_cohort,61,22,100.0,64.0,255.0,191.0,hot_water; dedicated_workspace,2,Midtown Studio near Times Sq & Koreatown,https://www.airbnb.com/rooms/43669374,Manhattan,Midtown,Entire home/apt,Entire rental unit,Enterprise,short_stay,179.0,640.66,172.09,0.2686,80.9,High,-461.66,-0.7206,Below model benchmark (review price),87.6
43686536,Individual,monthly,Queens | Entire home/apt | medium | monthly | Individual,host_tier_exact_cohort,83,34,100.0,120.0,212.9,92.9,dedicated_workspace,1,Fantastic! NYC Bright and spacious private-balcony,https://www.airbnb.com/rooms/43686536,Queens,Astoria,Entire home/apt,Entire rental unit,Individual,monthly,121.45,169.75,38.31,0.2257,61.2,Medium,-48.3,-0.2845,Below model benchmark (review price),74.8
45277537,Enterprise,monthly,Manhattan | Entire home/apt | medium | monthly | Enterprise,host_tier_exact_cohort,381,183,100.0,120.0,159.9,39.9,hangers; hair_dryer; essentials; dishes_and_silverware; microwave; refrigerator; cooking_basics; dedicated_workspace; self_check_in,9,433 West 53-Two Bedroom apartment,https://www.airbnb.com/rooms/45277537,Manhattan,Hell's Kitchen,Entire home/apt,Entire rental unit,Enterprise,monthly,210.2,221.33,49.21,0.2223,81.1,High,-11.13,-0.0503,Within 10% of model benchmark,87.7
44609950,Individual,monthly,Brooklyn | Private room | small | monthly | Individual,host_tier_exact_cohort,144,55,100.0,180.0,216.5,36.5,bed_linens; cooking_basics; dedicated_workspace,3,Roommate Share in Beautiful Duplex - (A&C train),https://www.airbnb.com/rooms/44609950,Brooklyn,Bedford-Stuyvesant,Private room,Private room in rental unit,Individual,monthly,60.7,72.32,16.13,0.223,75.1,High,-11.62,-0.1607,Below model benchmark (review price),83.8
44631766,Enterprise,monthly,Manhattan | Entire home/apt | small | monthly | Enterprise,host_tier_exact_cohort,553,238,100.0,60.0,214.0,154.0,(none),0,Cozy UES studio near  Mount Sinai (30 days MIN),https://www.airbnb.com/rooms/44631766,Manhattan,Upper East Side,Entire home/apt,Entire rental unit,Enterprise,monthly,129.52,173.51,38.51,0.2219,86.2,High,-43.99,-0.2535,Below model benchmark (review price),91.0
44642468,Individual,monthly,Bronx | Entire home/apt | medium | monthly | Individual,host_tier_exact_cohort,15,10,58.0,240.0,126.0,-114.0,hair_dryer; iron; dedicated_workspace,3,"Wait. This the Bronx? Coastal Escape, 20 mi to NYC",https://www.airbnb.com/rooms/44642468,Bronx,City Island,Entire home/apt,Entire rental unit,Individual,monthly,128.83,117.95,29.68,0.2516,23.9,Low,10.88,0.0923,Within 10% of model benchmark,35.8
43688142,Mid-Multi,short_stay,Manhattan | Entire home/apt | medium | short_stay | Mid-Multi,host_tier_exact_cohort,60,32,100.0,255.0,255.0,0.0,iron; dishes_and_silverware; refrigerator; dedicated_workspace; air_conditioning; self_check_in; fire_extinguisher,7,K-Town Next to Times Sq 7 /Dyson Airwrap Available,https://www.airbnb.com/rooms/43688142,Manhattan,Midtown,Entire home/apt,Entire rental unit,Mid-Multi,short_stay,292.14,416.75,111.55,0.2677,84.3,High,-124.61,-0.299,Below model benchmark (review price),89.8
43701555,Individual,monthly,Manhattan | Entire home/apt | small | monthly | Individual,host_tier_exact_cohort,251,121,100.0,255.0,219.4,-35.6,wifi; kitchen; essentials,3,Rare Upper East Side Furnished Studio w/ Balcony,https://www.airbnb.com/rooms/43701555,Manhattan,Upper East Side,Entire home/apt,Entire rental unit,Individual,monthly,207.8,199.32,44.16,0.2216,87.8,High,8.48,0.0426,Within 10% of model benchmark,92.1
45287978,Individual,monthly,Manhattan | Entire home/apt | small | monthly | Individual,host_tier_exact_cohort,251,121,100.0,180.0,220.0,40.0,hair_dryer; iron,2,Sunny Harlem 2BR • King Bed • 3-min to Subway,https://www.airbnb.com/rooms/45287978,Manhattan,Harlem,Entire home/apt,Entire rental unit,Individual,monthly,144.93,124.86,27.74,0.2221,83.6,High,20.07,0.1607,Above model benchmark (review price),89.3
45303002,Individual,monthly,Brooklyn | Private room | small | monthly | Individual,host_tier_exact_cohort,144,56,100.0,120.0,215.8,95.8,iron,1,Large Guest Room w Exposed Brick -Bedstuy,https://www.airbnb.com/rooms/45303002,Brooklyn,Bedford-Stuyvesant,Private room,Private room in rental unit,Individual,monthly,86.63,78.74,17.56,0.223,75.3,High,7.89,0.1002,Above model benchmark (review price),83.9
45330395,Enterprise,monthly,Manhattan | Entire home/apt | small | monthly | Enterprise,host_tier_exact_cohort,553,238,100.0,120.0,214.0,94.0,hangers; essentials; dishes_and_silverware; microwave; cooking_basics,5,433 West 53-Cozy Studio,https://www.airbnb.com/rooms/45330395,Manhattan,Hell's Kitchen,Entire home/apt,Entire rental unit,Enterprise,monthly,143.83,167.54,37.25,0.2223,81.1,High,-23.71,-0.1415,Below model benchmark (review price),87.7
43703359,Enterprise,short_stay,Manhattan | Entire home/apt | large | short_stay | Enterprise,host_tier_exact_cohort,61,22,100.0,38.0,255.0,217.0,dedicated_workspace; air_conditioning; self_check_in,3,A+ Location Deluxe Studio(4 beds) #2,https://www.airbnb.com/rooms/43703359,Manhattan,Midtown,Entire home/apt,Entire rental unit,Enterprise,short_stay,349.0,570.33,153.2,0.2686,80.9,High,-221.33,-0.3881,Below model benchmark (review price),87.6
43714286,Small-Multi,monthly,Brooklyn | Private room | small | monthly | Small-Multi,host_tier_exact_cohort,281,94,100.0,120.0,209.3,89.3,hot_water; hangers; bed_linens; hair_dryer; iron; microwave; refrigerator; cooking_basics; dedicated_workspace,9,"1 Bedroom, 0.5 Bath in Vibrant BK Neighborhood!",https://www.airbnb.com/rooms/43714286,Brooklyn,Bedford-Stuyvesant,Private room,Private room in rental unit,Small-Multi,monthly,44.97,55.29,12.33,0.2231,74.9,Medium,-10.32,-0.1866,Below model benchmark (review price),83.7
43716972,Small-Multi,short_stay,Manhattan | Entire home/apt | medium | short_stay | Small-Multi,host_tier_exact_cohort,63,36,100.0,13.0,255.0,242.0,carbon_monoxide_alarm; dedicated_workspace,2,Luxury 1-Bedroom Deluxe Suite @ Wyndham Midtown 45,https://www.airbnb.com/rooms/43716972,Manhattan,Midtown,Entire home/apt,Entire condo,Small-Multi,short_stay,410.0,447.86,123.74,0.2763,53.2,Low,-37.86,-0.0845,Within 10% of model benchmark,69.6
44659585,Small-Multi,monthly,Brooklyn | Entire home/apt | large | monthly | Small-Multi,host_tier_exact_cohort,113,37,100.0,180.0,212.2,32.2,bed_linens,1,"Sunny, Convenient, Safe & Quiet 3-bedroom apt",https://www.airbnb.com/rooms/44659585,Brooklyn,Bensonhurst,Entire home/apt,Entire rental unit,Small-Multi,monthly,142.7,169.27,41.08,0.2427,28.4,Low,-26.57,-0.157,Below model benchmark (review price),53.5
43731306,Enterprise,short_stay,Manhattan | Entire home/apt | large | short_stay | Enterprise,host_tier_exact_cohort,61,22,100.0,141.0,255.0,114.0,dedicated_workspace; air_conditioning,2,A+ Location Comfort Stay Studio 3 beds #2,https://www.airbnb.com/rooms/43731306,Manhattan,Midtown,Entire home/apt,Entire rental unit,Enterprise,short_stay,373.0,503.09,135.14,0.2686,80.9,High,-130.09,-0.2586,Below model benchmark (review price),87.6
45393851,Enterprise,monthly,Manhattan | Entire home/apt | small | monthly | Enterprise,host_tier_exact_cohort,553,238,100.0,60.0,214.0,154.0,hot_water; bed_linens; cooking_basics,3,Bright Studio Apartment,https://www.airbnb.com/rooms/45393851,Manhattan,Little Italy,Entire home/apt,Room in aparthotel,Enterprise,monthly,165.93,263.87,73.76,0.2795,20.1,Low,-97.94,-0.3712,Below model benchmark (review price),48.1
45398984,Enterprise,monthly,Manhattan | Entire home/apt | small | monthly | Enterprise,host_tier_exact_cohort,553,238,100.0,60.0,214.0,154.0,hangers; essentials; dishes_and_silverware; microwave; cooking_basics,5,433 West 53-Furnished Cozy Apartment,https://www.airbnb.com/rooms/45398984,Manhattan,Hell's Kitchen,Entire home/apt,Entire rental unit,Enterprise,monthly,138.3,164.16,36.5,0.2223,81.1,High,-25.86,-0.1575,Below model benchmark (review price),87.7
45418350,Enterprise,monthly,Manhattan | Entire home/apt | small | monthly | Enterprise,host_tier_exact_cohort,553,237,100.0,255.0,213.8,-41.2,hangers; essentials; dishes_and_silverware; microwave; cooking_basics,5,433 West 53-Cozy Studio,https://www.airbnb.com/rooms/45418350,Manhattan,Hell's Kitchen,Entire home/apt,Entire rental unit,Enterprise,monthly,138.3,165.64,36.83,0.2223,81.1,High,-27.34,-0.1651,Below model benchmark (review price),87.7
43742522,Small-Multi,short_stay,Queens | Private room | small | short_stay | Small-Multi,host_tier_exact_cohort,225,146,100.0,255.0,255.0,0.0,wifi; hangers; kitchen; hair_dryer; iron; dishes_and_silverware; cooking_basics; dedicated_workspace; air_conditioning; self_check_in; fire_extinguisher,11,1 HOUR FROM FIFA Cozy Room Near JFK,https://www.airbnb.com/rooms/43742522,Queens,South Ozone Park,Private room,Private room in home,Small-Multi,short_stay,132.0,138.45,38.98,0.2816,41.1,Low,-6.45,-0.0466,Within 10% of model benchmark,61.7
44699042,Individual,monthly,Queens | Entire home/apt | small | monthly | Individual,host_tier_exact_cohort,88,33,100.0,252.0,221.2,-30.8,refrigerator; self_check_in,2,"Newly renovated, clean apt on tree lined block!",https://www.airbnb.com/rooms/44699042,Queens,Ridgewood,Entire home/apt,Entire rental unit,Individual,monthly,66.16,122.34,28.24,0.2309,43.5,Low,-56.18,-0.4592,Below model benchmark (review price),63.3
44722548,Mid-Multi,monthly,Queens | Entire home/apt | small | monthly,base_exact_cohort,159,55,92.0,120.0,214.2,94.2,refrigerator; dedicated_workspace; self_check_in; fire_extinguisher,4,One Bedroom Apartment minutes from JFK and LGA,https://www.airbnb.com/rooms/44722548,Queens,Ozone Park,Entire home/apt,Entire rental unit,Mid-Multi,monthly,88.63,91.34,21.48,0.2352,35.0,Low,-2.71,-0.0296,Within 10% of model benchmark,55.0
44748353,Enterprise,short_stay,Manhattan | Entire home/apt | small | short_stay | Enterprise,host_tier_exact_cohort,86,29,100.0,218.0,248.6,30.6,bed_linens; refrigerator; self_check_in,3,138 Bowery-Spacious King Suite,https://www.airbnb.com/rooms/44748353,Manhattan,Nolita,Entire home/apt,Room in aparthotel,Enterprise,short_stay,342.35,352.5,107.02,0.3036,22.8,Low,-10.15,-0.0288,Within 10% of model benchmark,49.8
44749512,Enterprise,short_stay,Manhattan | Entire home/apt | small | short_stay | Enterprise,host_tier_exact_cohort,86,29,100.0,141.0,248.6,107.6,bed_linens; self_check_in,2,138 Bowery-Spacious King Suite,https://www.airbnb.com/rooms/44749512,Manhattan,Lower East Side,Entire home/apt,Room in aparthotel,Enterprise,short_stay,342.35,413.9,118.03,0.2852,34.2,Low,-71.55,-0.1729,Below model benchmark (review price),57.2
44798876,Small-Multi,monthly,Brooklyn | Private room | small | monthly | Small-Multi,host_tier_exact_cohort,281,94,100.0,60.0,209.3,149.3,hair_dryer; heating,2,Unique & beautiful design! Skylights-Washer/dryer,https://www.airbnb.com/rooms/44798876,Brooklyn,Crown Heights,Private room,Private room in home,Small-Multi,monthly,72.42,83.69,18.94,0.2264,57.8,Medium,-11.27,-0.1347,Below model benchmark (review price),72.6
44802224,Small-Multi,monthly,Brooklyn | Private room | small | monthly | Small-Multi,host_tier_exact_cohort,281,94,100.0,120.0,209.3,89.3,hair_dryer; heating,2,Unique & beautiful design! Skylights-Washer/dryer,https://www.airbnb.com/rooms/44802224,Brooklyn,Crown Heights,Private room,Private room in home,Small-Multi,monthly,73.66,83.31,18.86,0.2264,57.8,Medium,-9.65,-0.1158,Below model benchmark (review price),72.6
45440460,Individual,monthly,Brooklyn | Private room | small | monthly | Individual,host_tier_exact_cohort,144,56,100.0,60.0,215.8,155.8,carbon_monoxide_alarm,1,Brooklyn Dreamscapes Guest Room,https://www.airbnb.com/rooms/45440460,Brooklyn,Crown Heights,Private room,Private room in rental unit,Individual,monthly,66.9,73.88,16.62,0.225,64.8,Medium,-6.98,-0.0945,Within 10% of model benchmark,77.1
45448589,Small-Multi,monthly,Brooklyn | Entire home/apt | small | monthly | Small-Multi,host_tier_exact_cohort,160,61,100.0,120.0,212.5,92.5,microwave; shampoo; self_check_in,3,Garden condo w patio in New York artistic Bushwick,https://www.airbnb.com/rooms/45448589,Brooklyn,Bushwick,Entire home/apt,Entire rental unit,Small-Multi,monthly,164.5,128.91,28.86,0.2239,69.8,Medium,35.59,0.2761,Above model benchmark (review price),80.4
43749311,Individual,monthly,Brooklyn | Entire home/apt | medium | monthly | Individual,host_tier_exact_cohort,278,124,100.0,180.0,216.7,36.7,bed_linens; hair_dryer; iron; dedicated_workspace; shampoo; self_check_in; fire_extinguisher,7,Brooklyn Sunny Studio,https://www.airbnb.com/rooms/43749311,Brooklyn,Bedford-Stuyvesant,Entire home/apt,Entire rental unit,Individual,monthly,120.07,114.04,25.25,0.2214,89.2,High,6.03,0.0529,Within 10% of model benchmark,93.0
45466241,Mid-Multi,monthly,Manhattan | Entire home/apt | small | monthly | Mid-Multi,host_tier_exact_cohort,94,51,100.0,60.0,172.7,112.7,hot_water; kitchen; bed_linens; hair_dryer; iron; dishes_and_silverware; microwave; refrigerator; cooking_basics; fire_extinguisher,10,Nice and comfortable furnished studio apartment,https://www.airbnb.com/rooms/45466241,Manhattan,Upper East Side,Entire home/apt,Entire rental unit,Mid-Multi,monthly,118.0,87.55,19.47,0.2224,78.3,High,30.45,0.3478,Above model benchmark (review price),85.9
45479645,Enterprise,monthly,Manhattan | Entire home/apt | medium | monthly | Enterprise,host_tier_exact_cohort,381,183,100.0,180.0,159.6,-20.4,dedicated_workspace; heating,2,Beautifully renovated and well furnished 2BR,https://www.airbnb.com/rooms/45479645,Manhattan,Washington Heights,Entire home/apt,Entire rental unit,Enterprise,monthly,110.47,127.88,28.93,0.2262,58.4,Medium,-17.41,-0.1362,Below model benchmark (review price),73.0
45480607,Individual,monthly,Brooklyn | Entire home/apt | small | monthly | Individual,host_tier_exact_cohort,298,130,100.0,60.0,222.7,162.7,(none),0,Newly renovated apartment in the heart of Bed-Stuy,https://www.airbnb.com/rooms/45480607,Brooklyn,Bedford-Stuyvesant,Entire home/apt,Entire rental unit,Individual,monthly,179.75,175.96,38.96,0.2214,88.7,High,3.79,0.0215,Within 10% of model benchmark,92.7
45457047,Enterprise,monthly,Manhattan | Entire home/apt | small | monthly | Enterprise,host_tier_exact_cohort,553,238,100.0,60.0,214.0,154.0,hangers; essentials; dishes_and_silverware; microwave; cooking_basics,5,433 West 53-Cozy Studio in a Brand New Building,https://www.airbnb.com/rooms/45457047,Manhattan,Hell's Kitchen,Entire home/apt,Entire rental unit,Enterprise,monthly,154.87,164.48,36.57,0.2223,81.1,High,-9.61,-0.0584,Within 10% of model benchmark,87.7
