listing_id,listing_name,listing_url,borough,neighborhood,room_type,max_guests,host_tier,segment,split_80_20,cv_fold,actual_price_usd,predicted_fair_price_log_ols_oof_usd,residual_actual_minus_predicted_usd,residual_pct_of_predicted,pricing_signal
2539,11 Min to Manhattan • Prospect Park • Fast WiFi,https://www.airbnb.com/rooms/2539,Brooklyn,Kensington,Private room,2,Small-Multi,Brooklyn | Private room | small,test_20,1,113.97,158.1,-44.13,-0.2791,Below model benchmark
41399557,Quiet Sunny Room  Upper East Side,https://www.airbnb.com/rooms/41399557,Manhattan,East Harlem,Private room,1,Small-Multi,Manhattan | Private room | small,train_80,3,65.78,167.3,-101.52,-0.6068,Below model benchmark
43219382,"Room in 4BR/1BA apt, Harlem, 5min to 135 St (2, 3)",https://www.airbnb.com/rooms/43219382,Manhattan,Harlem,Private room,1,Enterprise,Manhattan | Private room | small,train_80,5,63.22,109.72,-46.5,-0.4238,Below model benchmark
43220447,Brooklyn's Best- Sunny & Spacious Brownstone Apt,https://www.airbnb.com/rooms/43220447,Brooklyn,Fort Greene,Entire home/apt,4,Individual,Brooklyn | Entire home/apt | medium,train_80,5,192.73,323.76,-131.03,-0.4047,Below model benchmark
43239496,Beautiful garden access apartment great location!,https://www.airbnb.com/rooms/43239496,Brooklyn,Bushwick,Entire home/apt,2,Individual,Brooklyn | Entire home/apt | small,test_20,1,499.62,142.1,357.52,2.5159,Above model benchmark
43245957,138 Bowery-Modern Queen Studio,https://www.airbnb.com/rooms/43245957,Manhattan,Little Italy,Entire home/apt,2,Enterprise,Manhattan | Entire home/apt | small,train_80,5,342.4,225.82,116.58,0.5163,Above model benchmark
41420151,Noble House #3,https://www.airbnb.com/rooms/41420151,Brooklyn,Greenpoint,Private room,1,Small-Multi,Brooklyn | Private room | small,test_20,1,87.6,157.03,-69.43,-0.4422,Below model benchmark
43255573,"Room in 4BR1BA Sunnyside APT, 11 mins to 7 train",https://www.airbnb.com/rooms/43255573,Queens,Long Island City,Private room,1,Enterprise,Queens | Private room | small,train_80,2,55.43,80.28,-24.85,-0.3096,Below model benchmark
43266587,138 Bowery-Classic Studio,https://www.airbnb.com/rooms/43266587,Manhattan,Nolita,Entire home/apt,2,Enterprise,Manhattan | Entire home/apt | small,train_80,4,342.4,229.02,113.38,0.4951,Above model benchmark
43267312,138 Bowery-Classic Studio,https://www.airbnb.com/rooms/43267312,Manhattan,Nolita,Entire home/apt,2,Enterprise,Manhattan | Entire home/apt | small,train_80,5,371.0,189.94,181.06,0.9532,Above model benchmark
43267372,138 Bowery-Modern Studio,https://www.airbnb.com/rooms/43267372,Manhattan,Chinatown,Private room,2,Enterprise,Manhattan | Private room | small,train_80,4,308.2,186.71,121.49,0.6507,Above model benchmark
43268186,138 Bowery Modern 1 bedroom,https://www.airbnb.com/rooms/43268186,Manhattan,Chinatown,Entire home/apt,2,Enterprise,Manhattan | Entire home/apt | small,train_80,4,285.77,217.01,68.76,0.3169,Above model benchmark
43268369,138 Bowery-Modern Queen Studio,https://www.airbnb.com/rooms/43268369,Manhattan,Nolita,Entire home/apt,2,Enterprise,Manhattan | Entire home/apt | small,train_80,2,285.29,234.06,51.23,0.2188,Above model benchmark
42878514,Amazing UES 2 Bed w/ Laundry and Doorman  #6134,https://www.airbnb.com/rooms/42878514,Manhattan,Upper East Side,Entire home/apt,5,Enterprise,Manhattan | Entire home/apt | large,train_80,2,285.77,353.89,-68.12,-0.1925,Below model benchmark
42880564,Sunlit private bedroom and bathroom  in duplex apt,https://www.airbnb.com/rooms/42880564,Brooklyn,Bedford-Stuyvesant,Private room,1,Individual,Brooklyn | Private room | small,train_80,2,61.27,180.3,-119.03,-0.6602,Below model benchmark
43270798,138 Bowery-Modern Queen Studio,https://www.airbnb.com/rooms/43270798,Manhattan,Little Italy,Private room,2,Enterprise,Manhattan | Private room | small,train_80,5,342.5,164.98,177.52,1.076,Above model benchmark
43271004,138 Bowery Suite w. Living Room Space,https://www.airbnb.com/rooms/43271004,Manhattan,Lower East Side,Entire home/apt,2,Enterprise,Manhattan | Entire home/apt | small,train_80,3,371.0,212.43,158.57,0.7465,Above model benchmark
43275110,Beautiful Studio Apartment In Brooklyn 2A,https://www.airbnb.com/rooms/43275110,Brooklyn,Bedford-Stuyvesant,Entire home/apt,2,Mid-Multi,Brooklyn | Entire home/apt | small,train_80,3,126.87,156.67,-29.8,-0.1902,Below model benchmark
43310098,138 Bowery-Classic Queen Studio,https://www.airbnb.com/rooms/43310098,Manhattan,Little Italy,Entire home/apt,2,Enterprise,Manhattan | Entire home/apt | small,train_80,2,296.8,206.09,90.71,0.4402,Above model benchmark
43310157,138 Bowery-Modern Queen Studio,https://www.airbnb.com/rooms/43310157,Manhattan,Nolita,Entire home/apt,2,Enterprise,Manhattan | Entire home/apt | small,train_80,4,256.76,206.06,50.7,0.2461,Above model benchmark
43310180,138 Bowery-Modern Queen Studio,https://www.airbnb.com/rooms/43310180,Manhattan,Lower East Side,Entire home/apt,2,Enterprise,Manhattan | Entire home/apt | small,train_80,4,342.4,207.36,135.04,0.6512,Above model benchmark
43310275,138 Bowery-Modern Queen Studio,https://www.airbnb.com/rooms/43310275,Manhattan,Lower East Side,Entire home/apt,2,Enterprise,Manhattan | Entire home/apt | small,train_80,5,239.65,181.74,57.91,0.3186,Above model benchmark
43310301,138 Bowery-Modern Queen Studio,https://www.airbnb.com/rooms/43310301,Manhattan,Little Italy,Entire home/apt,2,Enterprise,Manhattan | Entire home/apt | small,train_80,5,228.24,217.68,10.56,0.0485,Above model benchmark
42888442,Cozy UES 2 Bed  w/ Laundry and Doorman #6131,https://www.airbnb.com/rooms/42888442,Manhattan,Upper East Side,Entire home/apt,4,Enterprise,Manhattan | Entire home/apt | medium,train_80,3,285.77,310.59,-24.82,-0.0799,Below model benchmark
41431376,The Hawthorne - Spacious 3-Bedroom Apartment,https://www.airbnb.com/rooms/41431376,Brooklyn,Prospect-Lefferts Gardens,Entire home/apt,6,Individual,Brooklyn | Entire home/apt | large,train_80,5,212.31,483.01,-270.7,-0.5604,Below model benchmark
43310986,138 Bowery-Classic Queen Studio,https://www.airbnb.com/rooms/43310986,Manhattan,Chinatown,Entire home/apt,2,Enterprise,Manhattan | Entire home/apt | small,train_80,3,342.4,232.96,109.44,0.4698,Above model benchmark
43311037,138 Bowery-Modern Queen Studio,https://www.airbnb.com/rooms/43311037,Manhattan,Lower East Side,Entire home/apt,2,Enterprise,Manhattan | Entire home/apt | small,train_80,4,228.24,210.7,17.54,0.0832,Above model benchmark
43311186,138 Bowery-Classic Queen Studio,https://www.airbnb.com/rooms/43311186,Manhattan,Little Italy,Entire home/apt,2,Enterprise,Manhattan | Entire home/apt | small,train_80,4,342.4,205.65,136.75,0.6649,Above model benchmark
43311252,138 Bowery-Modern Queen Studio,https://www.airbnb.com/rooms/43311252,Manhattan,Lower East Side,Entire home/apt,2,Enterprise,Manhattan | Entire home/apt | small,train_80,4,342.4,192.57,149.83,0.778,Above model benchmark
43311287,138 Bowery-Modern Queen Studio,https://www.airbnb.com/rooms/43311287,Manhattan,Chinatown,Entire home/apt,2,Enterprise,Manhattan | Entire home/apt | small,train_80,3,228.24,211.61,16.63,0.0786,Above model benchmark
43311320,138 Bowery-Modern Queen Studio,https://www.airbnb.com/rooms/43311320,Manhattan,Little Italy,Entire home/apt,2,Enterprise,Manhattan | Entire home/apt | small,train_80,4,319.6,215.86,103.74,0.4806,Above model benchmark
43311409,138 Bowery-Studio Suite w. Dining Area,https://www.airbnb.com/rooms/43311409,Manhattan,Little Italy,Entire home/apt,2,Enterprise,Manhattan | Entire home/apt | small,train_80,4,371.0,203.56,167.44,0.8226,Above model benchmark
43315188,138 Bowery-Classic Studio,https://www.airbnb.com/rooms/43315188,Manhattan,Chinatown,Entire home/apt,2,Enterprise,Manhattan | Entire home/apt | small,train_80,5,371.0,201.62,169.38,0.8401,Above model benchmark
41454887,Brand New Furnished 1BR in the Heart of SoHo,https://www.airbnb.com/rooms/41454887,Manhattan,SoHo,Entire home/apt,4,Individual,Manhattan | Entire home/apt | medium,train_80,2,199.11,301.17,-102.06,-0.3389,Below model benchmark
43315235,138 Bowery-Classic Studio,https://www.airbnb.com/rooms/43315235,Manhattan,Lower East Side,Entire home/apt,2,Enterprise,Manhattan | Entire home/apt | small,train_80,3,371.0,229.67,141.33,0.6154,Above model benchmark
43315277,138 Bowery-Queen Studio,https://www.airbnb.com/rooms/43315277,Manhattan,Lower East Side,Entire home/apt,2,Enterprise,Manhattan | Entire home/apt | small,train_80,2,256.76,188.7,68.06,0.3607,Above model benchmark
43315319,138 Bowery-Modern Studio,https://www.airbnb.com/rooms/43315319,Manhattan,Nolita,Private room,2,Enterprise,Manhattan | Private room | small,train_80,2,371.0,190.23,180.77,0.9503,Above model benchmark
43315428,138 Bowery-Classic Studio,https://www.airbnb.com/rooms/43315428,Manhattan,Chinatown,Entire home/apt,2,Enterprise,Manhattan | Entire home/apt | small,train_80,5,325.4,204.53,120.87,0.5909,Above model benchmark
43315528,138 Bowery-Classic Queen Studio,https://www.airbnb.com/rooms/43315528,Manhattan,Little Italy,Entire home/apt,2,Enterprise,Manhattan | Entire home/apt | small,train_80,2,342.4,188.96,153.44,0.812,Above model benchmark
43012924,"Brand new 3 bedroom apt, sunny, subway 3 minutes.",https://www.airbnb.com/rooms/43012924,Brooklyn,Williamsburg,Entire home/apt,4,Small-Multi,Brooklyn | Entire home/apt | medium,train_80,3,192.5,282.27,-89.77,-0.318,Below model benchmark
43054170,The Gram III • Vibe 8591,https://www.airbnb.com/rooms/43054170,Manhattan,Kips Bay,Entire home/apt,2,Enterprise,Manhattan | Entire home/apt | small,train_80,2,179.46,233.24,-53.78,-0.2306,Below model benchmark
43061729,Sunny and Quiet Bed-Stuy Escape,https://www.airbnb.com/rooms/43061729,Brooklyn,Bedford-Stuyvesant,Entire home/apt,4,Individual,Brooklyn | Entire home/apt | medium,train_80,2,139.2,370.85,-231.65,-0.6246,Below model benchmark
43077519,The Columbus III • Vibe 8639,https://www.airbnb.com/rooms/43077519,Manhattan,Upper West Side,Entire home/apt,2,Enterprise,Manhattan | Entire home/apt | small,train_80,3,200.58,242.33,-41.75,-0.1723,Below model benchmark
43104937,Artsy Clinton Hill Hideout,https://www.airbnb.com/rooms/43104937,Brooklyn,Bedford-Stuyvesant,Private room,2,Individual,Brooklyn | Private room | small,train_80,2,160.5,163.93,-3.43,-0.021,Below model benchmark
43108992,"Room in 3BR1BA Harlem apt 4 mins 2, 3 line 135 St",https://www.airbnb.com/rooms/43108992,Manhattan,Harlem,Private room,1,Enterprise,Manhattan | Private room | small,train_80,2,52.88,120.63,-67.75,-0.5616,Below model benchmark
43111767,"Room in 4BR2BA Sunnyside APT, near 7 train (46 St)",https://www.airbnb.com/rooms/43111767,Queens,Sunnyside,Private room,1,Enterprise,Queens | Private room | small,train_80,4,65.69,92.82,-27.13,-0.2923,Below model benchmark
43357020,"Amazing Furnished Studio in Inwood, $2,950 month",https://www.airbnb.com/rooms/43357020,Manhattan,Inwood,Entire home/apt,2,Individual,Manhattan | Entire home/apt | small,train_80,2,108.8,269.02,-160.22,-0.5956,Below model benchmark
43357084,ENORMOUS ROOM - WASHER DRYER - MONTHLY RENTAL,https://www.airbnb.com/rooms/43357084,Manhattan,Harlem,Private room,2,Mid-Multi,Manhattan | Private room | small,train_80,4,70.3,161.73,-91.43,-0.5653,Below model benchmark
43358518,Incredible Beach House -Spectacular Ocean View!,https://www.airbnb.com/rooms/43358518,Queens,Arverne,Entire home/apt,6,Individual,Queens | Entire home/apt | large,train_80,3,571.0,382.82,188.18,0.4916,Above model benchmark
43366369,★☆Sunnyside☆★ Locals favorite neighbor for living,https://www.airbnb.com/rooms/43366369,Queens,Sunnyside,Private room,2,Enterprise,Queens | Private room | small,train_80,2,49.8,76.92,-27.12,-0.3525,Below model benchmark
43382836,Big room in nice area/Hosted Rental on site 24/7,https://www.airbnb.com/rooms/43382836,Brooklyn,Cypress Hills,Private room,2,Small-Multi,Brooklyn | Private room | small,test_20,1,55.33,96.49,-41.16,-0.4266,Below model benchmark
43131502,Private Room with Free Gym Access in Brooklyn,https://www.airbnb.com/rooms/43131502,Brooklyn,Bedford-Stuyvesant,Private room,2,Enterprise,Brooklyn | Private room | small,train_80,4,64.56,78.2,-13.64,-0.1744,Below model benchmark
43132765,Bright Room 20 min from Manhattan !,https://www.airbnb.com/rooms/43132765,Brooklyn,Bedford-Stuyvesant,Private room,2,Small-Multi,Brooklyn | Private room | small,test_20,1,165.0,140.52,24.48,0.1742,Above model benchmark
43143734,Room in 3BR1BA Brooklyn near J L Trains w/backyard,https://www.airbnb.com/rooms/43143734,Brooklyn,Bushwick,Private room,1,Enterprise,Brooklyn | Private room | small,train_80,3,74.81,86.48,-11.67,-0.135,Below model benchmark
41472347,Noble House #2,https://www.airbnb.com/rooms/41472347,Brooklyn,Greenpoint,Private room,1,Small-Multi,Brooklyn | Private room | small,train_80,5,241.67,117.0,124.67,1.0656,Above model benchmark
41473245,K-Town Next to Times Sq13 /Dyson Airwrap Available,https://www.airbnb.com/rooms/41473245,Manhattan,Midtown,Entire home/apt,7,Mid-Multi,Manhattan | Entire home/apt | large,train_80,4,594.0,413.76,180.24,0.4356,Above model benchmark
41474950,K-Town Next to Times Sq 1 /Dyson Airwrap Available,https://www.airbnb.com/rooms/41474950,Manhattan,Midtown,Entire home/apt,6,Mid-Multi,Manhattan | Entire home/apt | large,train_80,2,262.0,388.8,-126.8,-0.3261,Below model benchmark
43416025,"Room in 4BR/1BA apt near 135th St Subway, 25m TSQ",https://www.airbnb.com/rooms/43416025,Manhattan,Harlem,Private room,1,Enterprise,Manhattan | Private room | small,train_80,5,55.17,110.36,-55.19,-0.5001,Below model benchmark
43420963,"Quaint, clean, quiet,  room in chelsea, NYC",https://www.airbnb.com/rooms/43420963,Manhattan,Chelsea,Private room,1,Individual,Manhattan | Private room | small,train_80,3,149.83,121.55,28.28,0.2327,Above model benchmark
43421180,"Sunny & quiet 1 BR near Park, subway crosstown bus",https://www.airbnb.com/rooms/43421180,Manhattan,Upper West Side,Entire home/apt,3,Individual,Manhattan | Entire home/apt | medium,train_80,2,169.86,265.75,-95.89,-0.3608,Below model benchmark
43152182,Elegant*  Bright One Bed * 18 Min To Manhattan,https://www.airbnb.com/rooms/43152182,Brooklyn,Clinton Hill,Entire home/apt,3,Small-Multi,Brooklyn | Entire home/apt | medium,train_80,3,123.17,188.87,-65.7,-0.3478,Below model benchmark
43156881,"Private bedroom, walk in closet and private bath!",https://www.airbnb.com/rooms/43156881,Manhattan,Lower East Side,Private room,1,Small-Multi,Manhattan | Private room | small,train_80,4,116.27,138.6,-22.33,-0.1611,Below model benchmark
43163186,Union Sq. Artistic studio w. elevator,https://www.airbnb.com/rooms/43163186,Manhattan,Gramercy,Entire home/apt,2,Small-Multi,Manhattan | Entire home/apt | small,train_80,2,184.82,229.16,-44.34,-0.1935,Below model benchmark
43498999,Gorgeous bedroom suite in a brownstone duplex,https://www.airbnb.com/rooms/43498999,Brooklyn,Bedford-Stuyvesant,Private room,3,Individual,Brooklyn | Private room | medium,train_80,5,217.0,159.08,57.92,0.3641,Above model benchmark
43431973,Writer's Retreat in the Heart of the City,https://www.airbnb.com/rooms/43431973,Manhattan,Upper West Side,Entire home/apt,2,Individual,Manhattan | Entire home/apt | small,train_80,3,192.41,257.95,-65.54,-0.2541,Below model benchmark
43451168,"Ent 3 bedrm Pre-War/ Central Park, Shops, Theaters",https://www.airbnb.com/rooms/43451168,Manhattan,Midtown,Entire home/apt,6,Small-Multi,Manhattan | Entire home/apt | large,train_80,5,420.37,481.54,-61.17,-0.127,Below model benchmark
43458250,Cozy 1 Bdrm Apt 15 Minutes to Manhattan,https://www.airbnb.com/rooms/43458250,Brooklyn,Bushwick,Entire home/apt,2,Small-Multi,Brooklyn | Entire home/apt | small,train_80,2,138.3,186.31,-48.01,-0.2577,Below model benchmark
43185743,2 Bedrooms near train 15 mins to NYC,https://www.airbnb.com/rooms/43185743,Brooklyn,Bedford-Stuyvesant,Private room,2,Small-Multi,Brooklyn | Private room | small,train_80,2,216.82,171.16,45.66,0.2668,Above model benchmark
43499730,"Airy, Easy, Great WMBG Loc, Discount/details avail",https://www.airbnb.com/rooms/43499730,Brooklyn,Williamsburg,Entire home/apt,2,Individual,Brooklyn | Entire home/apt | small,train_80,5,132.93,212.68,-79.75,-0.375,Below model benchmark
43518331,1 HOUR FROM FIFA Master bedroom w/ private bath,https://www.airbnb.com/rooms/43518331,Queens,South Ozone Park,Private room,2,Small-Multi,Queens | Private room | small,train_80,2,137.0,118.11,18.89,0.1599,Above model benchmark
44189059,Prospect Park 2 Bedroom ~ Long Stays & Remote Work,https://www.airbnb.com/rooms/44189059,Brooklyn,Prospect-Lefferts Gardens,Entire home/apt,6,Small-Multi,Brooklyn | Entire home/apt | large,train_80,4,123.81,303.8,-179.99,-0.5925,Below model benchmark
44191733,"Great 1 Bedroom apt, 7 mins away from SIUH",https://www.airbnb.com/rooms/44191733,Staten Island,Grant City,Entire home/apt,2,Individual,Staten Island | Entire home/apt | small,train_80,3,76.33,155.19,-78.86,-0.5082,Below model benchmark
44211352,Large Luxury in the heart of Manhattan,https://www.airbnb.com/rooms/44211352,Manhattan,Washington Heights,Entire home/apt,4,Individual,Manhattan | Entire home/apt | medium,train_80,4,201.8,273.57,-71.77,-0.2624,Below model benchmark
43468359,Comfy Apt.  by Bronx Lebanon Hospital & Stadium!,https://www.airbnb.com/rooms/43468359,Bronx,Concourse Village,Entire home/apt,2,Individual,Bronx | Entire home/apt | small,test_20,1,94.55,124.97,-30.42,-0.2434,Below model benchmark
43497073,"Rockaway Beach, walk to local hotspots!",https://www.airbnb.com/rooms/43497073,Queens,Belle Harbor,Entire home/apt,3,Individual,Queens | Entire home/apt | medium,train_80,4,228.0,199.58,28.42,0.1424,Above model benchmark
44892431,Cozy B/R Med Staff near Brooklyn Hospitals G1,https://www.airbnb.com/rooms/44892431,Brooklyn,East Flatbush,Private room,1,Mid-Multi,Brooklyn | Private room | small,train_80,2,49.71,73.41,-23.7,-0.3229,Below model benchmark
44893832,Large Cozy B/room Med Students Brooklyn HospitalG2,https://www.airbnb.com/rooms/44893832,Brooklyn,East Flatbush,Private room,1,Mid-Multi,Brooklyn | Private room | small,train_80,5,54.64,74.99,-20.35,-0.2714,Below model benchmark
44249049,Deer Haven Cottage,https://www.airbnb.com/rooms/44249049,Staten Island,Tompkinsville,Entire home/apt,2,Mid-Multi,Staten Island | Entire home/apt | small,train_80,4,135.55,120.84,14.71,0.1217,Above model benchmark
43537431,"Cozy, Sun-Filled Spacious 2-Bedroom | Manhattan",https://www.airbnb.com/rooms/43537431,Manhattan,Two Bridges,Entire home/apt,4,Individual,Manhattan | Entire home/apt | medium,test_20,1,291.18,457.15,-165.97,-0.363,Below model benchmark
43547204,Chic Two Bedroom Loft,https://www.airbnb.com/rooms/43547204,Manhattan,SoHo,Entire home/apt,5,Small-Multi,Manhattan | Entire home/apt | large,test_20,1,348.19,379.33,-31.14,-0.0821,Below model benchmark
43553341,Giant 1 Bed! Bright and Clean. Washer/Dryer.,https://www.airbnb.com/rooms/43553341,Manhattan,Lower East Side,Entire home/apt,2,Individual,Manhattan | Entire home/apt | small,train_80,3,83.97,232.76,-148.79,-0.6392,Below model benchmark
44281187,A+ Location Deluxe Corner Studio (4 Beds),https://www.airbnb.com/rooms/44281187,Manhattan,Midtown,Entire home/apt,7,Enterprise,Manhattan | Entire home/apt | large,train_80,3,239.0,569.75,-330.75,-0.5805,Below model benchmark
44282642,Perfect 2Bed 1Bath for Healthcare Professionals,https://www.airbnb.com/rooms/44282642,Bronx,Baychester,Private room,2,Individual,Bronx | Private room | small,train_80,3,194.0,157.03,36.97,0.2354,Above model benchmark
44283460,Two bedrooms with backyard/cooking/parking,https://www.airbnb.com/rooms/44283460,Staten Island,Tompkinsville,Entire home/apt,6,Mid-Multi,Staten Island | Entire home/apt | large,train_80,2,144.57,225.46,-80.89,-0.3588,Below model benchmark
44288421,Spectacular 2bdrm Penthouse W/huge private terrace,https://www.airbnb.com/rooms/44288421,Manhattan,East Harlem,Entire home/apt,6,Small-Multi,Manhattan | Entire home/apt | large,test_20,1,266.23,351.06,-84.83,-0.2416,Below model benchmark
44289364,"Gramercy Park/Union Square 1 bed, cozy,comfortable",https://www.airbnb.com/rooms/44289364,Manhattan,Gramercy,Entire home/apt,2,Individual,Manhattan | Entire home/apt | small,train_80,3,306.1,296.51,9.59,0.0323,Above model benchmark
44917765,Spacious & Cozy Oasis ~ Private Bath ~ 5* Location,https://www.airbnb.com/rooms/44917765,Manhattan,Washington Heights,Private room,2,Small-Multi,Manhattan | Private room | small,train_80,2,87.6,206.48,-118.88,-0.5757,Below model benchmark
44938771,Retreat to a Stylish Apt with a Caribbean vibe,https://www.airbnb.com/rooms/44938771,Brooklyn,East Flatbush,Private room,2,Individual,Brooklyn | Private room | small,train_80,3,253.0,158.99,94.01,0.5913,Above model benchmark
43576862,Absolutely Private Radiant 2 Rooms Apartment,https://www.airbnb.com/rooms/43576862,Queens,Rego Park,Entire home/apt,6,Individual,Queens | Entire home/apt | large,train_80,4,126.87,349.48,-222.61,-0.637,Below model benchmark
45013494,138 Bowery-Modern Queen Studio,https://www.airbnb.com/rooms/45013494,Manhattan,Lower East Side,Entire home/apt,2,Enterprise,Manhattan | Entire home/apt | small,test_20,1,342.4,204.83,137.57,0.6717,Above model benchmark
45045785,BIG BRIGHT ROOM IN BEST LES LOCATION,https://www.airbnb.com/rooms/45045785,Manhattan,Chinatown,Private room,1,Mid-Multi,Manhattan | Private room | small,train_80,2,115.56,200.68,-85.12,-0.4242,Below model benchmark
45075497,Charming and chic in Brownstone Brooklyn,https://www.airbnb.com/rooms/45075497,Brooklyn,Carroll Gardens,Entire home/apt,2,Individual,Brooklyn | Entire home/apt | small,test_20,1,186.87,197.17,-10.3,-0.0522,Below model benchmark
45086065,165 East 89-Furnished Studio,https://www.airbnb.com/rooms/45086065,Manhattan,Upper East Side,Entire home/apt,3,Enterprise,Manhattan | Entire home/apt | medium,train_80,2,132.77,197.55,-64.78,-0.3279,Below model benchmark
44303641,In the heart of NYC.,https://www.airbnb.com/rooms/44303641,Manhattan,Hell's Kitchen,Private room,1,Small-Multi,Manhattan | Private room | small,train_80,2,96.13,95.63,0.5,0.0053,Above model benchmark
44320456,A+ Location Comfort Queen Studio. #1,https://www.airbnb.com/rooms/44320456,Manhattan,Midtown,Entire home/apt,5,Enterprise,Manhattan | Entire home/apt | large,train_80,4,256.0,378.45,-122.45,-0.3236,Below model benchmark
44320572,138 Bowery- Suite w. Living Room Space,https://www.airbnb.com/rooms/44320572,Manhattan,Nolita,Entire home/apt,2,Enterprise,Manhattan | Entire home/apt | small,train_80,5,428.0,207.22,220.78,1.0654,Above model benchmark
44324396,"Entire Apartment Central Park, Columbia University",https://www.airbnb.com/rooms/44324396,Manhattan,Harlem,Entire home/apt,4,Individual,Manhattan | Entire home/apt | medium,train_80,5,147.5,393.45,-245.95,-0.6251,Below model benchmark
44377502,Cozy New Guests House Duplex,https://www.airbnb.com/rooms/44377502,Brooklyn,Bedford-Stuyvesant,Entire home/apt,4,Individual,Brooklyn | Entire home/apt | medium,train_80,3,154.86,302.94,-148.08,-0.4888,Below model benchmark
44384403,"Spacious W. Harlem: 5 mins-Columbia U, 15-Midtown",https://www.airbnb.com/rooms/44384403,Manhattan,Harlem,Entire home/apt,3,Small-Multi,Manhattan | Entire home/apt | medium,train_80,4,361.0,337.5,23.5,0.0696,Above model benchmark
44397304,New | NYC 2-Bedroom Apt with Private Bath +Kitchen,https://www.airbnb.com/rooms/44397304,Brooklyn,East Flatbush,Entire home/apt,4,Individual,Brooklyn | Entire home/apt | medium,train_80,5,130.01,286.6,-156.59,-0.5464,Below model benchmark
45089241,Urban Calm - Midtown Sanctuary,https://www.airbnb.com/rooms/45089241,Manhattan,Midtown,Private room,8,Enterprise,Manhattan | Private room | large,train_80,5,179.0,647.07,-468.07,-0.7234,Below model benchmark
45089745,Great Access! Close to station/5line u can use!!,https://www.airbnb.com/rooms/45089745,Queens,Woodside,Private room,1,Enterprise,Queens | Private room | small,train_80,5,49.8,57.93,-8.13,-0.1403,Below model benchmark
45091742,Modern 4700 SF house in heart of Williamsburg,https://www.airbnb.com/rooms/45091742,Brooklyn,Williamsburg,Entire home/apt,5,Individual,Brooklyn | Entire home/apt | large,test_20,1,838.87,522.32,316.55,0.606,Above model benchmark
45105081,Private Room # 1. (small),https://www.airbnb.com/rooms/45105081,Brooklyn,Cypress Hills,Private room,1,Mid-Multi,Brooklyn | Private room | small,train_80,2,39.83,60.8,-20.97,-0.3449,Below model benchmark
45114711,433 West 53-Furnished Apartment in Midtown West,https://www.airbnb.com/rooms/45114711,Manhattan,Hell's Kitchen,Entire home/apt,4,Enterprise,Manhattan | Entire home/apt | medium,train_80,3,237.83,274.19,-36.36,-0.1326,Below model benchmark
44432970,Cozy Basement Apt. With Parking 2 blocks from LGA.,https://www.airbnb.com/rooms/44432970,Queens,East Elmhurst,Entire home/apt,2,Individual,Queens | Entire home/apt | small,train_80,2,161.87,209.74,-47.87,-0.2282,Below model benchmark
45138618,Columbia University Park View Studio 1,https://www.airbnb.com/rooms/45138618,Manhattan,Morningside Heights,Entire home/apt,2,Mid-Multi,Manhattan | Entire home/apt | small,train_80,3,140.13,159.89,-19.76,-0.1236,Below model benchmark
45138735,433 West 53-Studio in a Brand New Building,https://www.airbnb.com/rooms/45138735,Manhattan,Hell's Kitchen,Entire home/apt,2,Enterprise,Manhattan | Entire home/apt | small,train_80,4,143.83,185.12,-41.29,-0.223,Below model benchmark
45143239,Brooklyn Garden Apartment,https://www.airbnb.com/rooms/45143239,Brooklyn,Bedford-Stuyvesant,Entire home/apt,2,Mid-Multi,Brooklyn | Entire home/apt | small,train_80,2,299.0,167.02,131.98,0.7903,Above model benchmark
45151029,The Lenox • Vibe 8644,https://www.airbnb.com/rooms/45151029,Manhattan,Upper East Side,Entire home/apt,2,Enterprise,Manhattan | Entire home/apt | small,train_80,5,199.23,235.05,-35.82,-0.1524,Below model benchmark
43626965,"BOND TownHouse - Luxury, Scandinavian design house",https://www.airbnb.com/rooms/43626965,Brooklyn,Gowanus,Entire home/apt,4,Mid-Multi,Brooklyn | Entire home/apt | medium,train_80,3,594.75,264.71,330.04,1.2468,Above model benchmark
44475635,"Private room at Roselle, Bronx",https://www.airbnb.com/rooms/44475635,Bronx,Morris Park,Private room,1,Small-Multi,Bronx | Private room | small,train_80,2,59.0,95.56,-36.56,-0.3826,Below model benchmark
44475971,Charming apartment  in the heart of Times Square,https://www.airbnb.com/rooms/44475971,Manhattan,Theater District,Entire home/apt,4,Individual,Manhattan | Entire home/apt | medium,test_20,1,370.6,406.92,-36.32,-0.0893,Below model benchmark
44486696,*Rare Find* Artistic loft steps from SOHO and NYU!,https://www.airbnb.com/rooms/44486696,Manhattan,NoHo,Entire home/apt,3,Individual,Manhattan | Entire home/apt | medium,train_80,4,249.04,265.13,-16.09,-0.0607,Below model benchmark
44496053,Modern sunny Apt steps from Prospect Park & subway,https://www.airbnb.com/rooms/44496053,Brooklyn,Windsor Terrace,Private room,2,Individual,Brooklyn | Private room | small,train_80,2,499.0,234.32,264.68,1.1296,Above model benchmark
43652025,Bright Top-Floor 2BD Flex · Williamsburg · Monthly,https://www.airbnb.com/rooms/43652025,Brooklyn,Williamsburg,Entire home/apt,4,Individual,Brooklyn | Entire home/apt | medium,test_20,1,183.63,278.37,-94.74,-0.3403,Below model benchmark
